Metabolite 1,Metabolite 2,Sign
Hydantoic acid,Methyl aminoacetate,1.0
Hydantoic acid,N-Isovaleroylglycine,1.0
Hydantoic acid,Niclosamide,1.0
Hydantoic acid,p-Toluic acid,1.0
Hydantoic acid,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",1.0
Hydantoic acid,phenoxyethanol,1.0
Hydantoic acid,Phloroglucinol,1.0
Hydantoic acid,Picolinic acid,1.0
Hydantoic acid,"Propanetriol, 2-methyl-",1.0
Hydantoic acid,"Propanoic acid, 2-methyl-",1.0
Hydantoic acid,"Propiophenone, 3',4'-dimethoxy-",1.0
Hydantoic acid,Salsoline,1.0
Hydantoic acid,Ser-Leu,1.0
Hydantoic acid,Triethanolamine,1.0
Hydantoic acid,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0
Hydantoic acid,Trimethylsilyl oct-2-enoate ,-1.0
Hydantoic acid,Uridine,1.0
Hydantoic acid,Xylazine,1.0
Hydroquinidine,Methyl isovanillate,1.0
Hydroquinone,Indole-5-carboxylic acid,1.0
Hydroquinone,Isopropyl palmitate,1.0
Hydroquinone,"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",1.0
Hydroquinone,Vanillylmandelic acid,1.0
Indole-3-carboxaldehyde,L-Lysine,1.0
Indole-3-carboxaldehyde,Latanoprost lactone diol,1.0
Indole-3-carboxaldehyde,Pimelic acid,1.0
Indole-3-carboxaldehyde,Uridine,1.0
Indole-3-lactic acid,N-Acetyltyrosine,1.0
Indole-3-lactic acid,Naphthofluorescein,1.0
Indole-3-lactic acid,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",1.0
Indole-3-lactic acid,Tricine,-1.0
Indole-3-lactic acid,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0
Indole-5-carboxylic acid,Isofucosterol,1.0
Indole-5-carboxylic acid,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",1.0
Indole-5-carboxylic acid,N-alpha-Acetyl-L-Lysine,1.0
Indole-5-carboxylic acid,"N,O-Bis(trimethylsilyl)carbamate",1.0
Indole-5-carboxylic acid,Nonadecanoic acid,1.0
Indole-5-carboxylic acid,"Propanetriol, 2-methyl-",1.0
Indole-5-carboxylic acid,Sinomenin,1.0
Indole-5-carboxylic acid,"Stigmast-5-ene, 3beta-",1.0
Indole-5-carboxylic acid,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0
"Inosose-2, 1,3,4,5,6-pentakis-","N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",1.0
"Inosose-2, 1,3,4,5,6-pentakis-",Naphthofluorescein,-1.0
"Inosose-2, 1,3,4,5,6-pentakis-",Phlorizin,1.0
"Inosose-2, 1,3,4,5,6-pentakis-","Piperidine, 1-(1-methylpentyl)-",-1.0
"Inosose-2, 1,3,4,5,6-pentakis-",Stearic acid,1.0
"Inosose-2, 1,3,4,5,6-pentakis-",Supraene,1.0
"Inosose-2, 1,3,4,5,6-pentakis-",L-Tyrosine,1.0
Isofucosterol,Nonadecanoic acid,1.0
Isofucosterol,Phlorizin,1.0
Isofucosterol,Supraene,1.0
Isofucosterol,L-Tyrosine,1.0
Isonicotinic Acid,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",-1.0
Isonicotinic Acid,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",-1.0
Isopropyl palmitate,L-Hydroxyproline,1.0
Isopropyl palmitate,"Propanetriol, 2-methyl-",1.0
Isopropyl palmitate,Supraene,1.0
Isopropyl palmitate,L-Tyrosine,1.0
Isopropyl palmitate,Xylose,1.0
"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",Isoxaben,1.0
"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",L-Asparagine,1.0
"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",Octan-2-yl palmitate,-1.0
Isoxaben,L-Threonine,1.0
Isoxaben,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1.0
Isoxaben,Petroselinic acid,1.0
Isoxaben,Quazodine,-1.0
Isoxaben,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0
Itaconic acid,Nonadecanoic acid,1.0
Itaconic acid,Sinomenin,1.0
L-5-Oxoproline,Nitrosothymol,1.0
L-5-Oxoproline,Phlorizin,1.0
L-5-Oxoproline,"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",1.0
L-5-Oxoproline,Trimethylsilyl oct-2-enoate ,-1.0
L-Alanine,N-Acetyl-L-glutamic acid,-1.0
L-Asparagine,l-Histidine ethyl ester,1.0
L-Asparagine,L-Valine,1.0
L-Asparagine,Octopamine,-1.0
L-Asparagine,Trimethylsilyl oct-2-enoate ,-1.0
L-Aspartic acid,Phlorizin,1.0
L-Aspartic acid,"Piperidine, 1-(1-methylpentyl)-",-1.0
L-Aspartic acid,Supraene,1.0
L-Aspartic acid,Tricine,-1.0
L-Cysteine,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",1.0
L-Cysteine,S-Methyl-L-cysteine,1.0
L-Glutamic acid,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",1.0
L-Glutamic acid,Phlorizin,1.0
l-Histidine ethyl ester,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",1.0
L-Hydroxyproline,Levulinic acid,1.0
L-Hydroxyproline,Metanephrine,1.0
L-Hydroxyproline,Methyl aminoacetate,1.0
L-Hydroxyproline,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",1.0
L-Hydroxyproline,Sertraline carbamoyl glucuronide,-1.0
L-Hydroxyproline,L-Tyrosine,1.0
L-Isoleucine,Methyl isovanillate,-1.0
L-Isoleucine,Phlorizin,-1.0
L-Isoleucine,"Piperidine, 1-(1-methylpentyl)-",-1.0
L-Isoleucine,Sinomenin,-1.0
L-Isoleucine,Tricine,-1.0
L-Leucine,Phthalazin-1-one,-1.0
"L-Lysine, ethyl ester ",S-Methyl-L-cysteine,1.0
L-Norleucine,L-Tryptophan,1.0
L-Norleucine,"L-Tryptophan, N-acetyl-1",-1.0
L-Norleucine,Lactic Acid,-1.0
L-Norleucine,Malic acid,-1.0
L-Norleucine,Methyl alpha-Lyxofuranoside,1.0
L-Norleucine,N-Acetyl-L-glutamic acid,-1.0
L-Norleucine,N-Isovaleroylglycine,-1.0
L-Norleucine,Palmitelaidic acid,-1.0
L-Norleucine,Ribitol,-1.0
L-Norleucine,Tris(trimethylsilyl)carbamate,1.0
L-Ornithine,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",1.0
L-Ornithine,"Piperidine, 1-(1-methylpentyl)-",-1.0
L-Proline,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",1.0
L-Proline,"Pyrazine, 3,6-dihydro-3,6-dimethyl-",-1.0
L-Threitol,"Propanoic acid, 2-oxo-",-1.0
L-Threitol,Quazodine,-1.0
L-Threitol,"Stigmast-5-ene, 3beta-",1.0
L-Threitol,Xylitol,1.0
L-Threonine,Luteolin ,-1.0
L-Threonine,Metanephrine,-1.0
L-Threonine,L-Tyrosine,-1.0
L-Threonine,Valylglycine,-1.0
L-Tryptophan,Naphthofluorescein,1.0
"L-Tryptophan, N-acetyl-1",Naphthofluorescein,1.0
L-Valine,Naphthofluorescein,-1.0
L-Valine,Octopamine,-1.0
L-Valine,Petroselinic acid,1.0
L-Valine,Sinomenin,-1.0
L-Valine,Trimidox,1.0
Lactic Acid,N-Valerylglycine,-1.0
Lactic Acid,Trimidox,-1.0
Lactic Acid,L-Tyrosine,1.0
Latanoprost lactone diol,"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",1.0
Latanoprost lactone diol,"O-Methyl-N,N'-diisopropylisourea ",1.0
Latanoprost lactone diol,Ornithine,1.0
Latanoprost lactone diol,Phenylpropanolamine,1.0
Levulinic acid,N-Valerylglycine,-1.0
Levulinic acid,Phlorizin,1.0
Levulinic acid,Supraene,1.0
Levulinic acid,L-Tyrosine,1.0
Luteolin ,n-Pentadecanol,1.0
Luteolin ,"O-Methyl-N,N'-diisopropylisourea ",-1.0
meso-Erythritol,N-Acetyl-L-glutamic acid,-1.0
meso-Erythritol,"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",-1.0
meso-Erythritol,"Propiophenone, 3',4'-dimethoxy-",-1.0
meso-Erythritol,Salsoline,-1.0
Metanephrine,Nitrosothymol,1.0
"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-","N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",1.0
"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",N-Acetyltyrosine,1.0
"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",Nonanoic acid,1.0
"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-","Octane, 1-propoxy-",1.0
"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",1.0
Methyl aminoacetate,N-Acetyl-L-glutamic acid,1.0
Methyl aminoacetate,Sinomenin,1.0
Methyl isovanillate,Palmitic Acid,-1.0
Methyl isovanillate,Salsoline,1.0
Methyl isovanillate,"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",1.0
Methyl isovanillate,Uridine,1.0
Methyl-3-methoxy-5-methyl benzoate,Sertraline carbamoyl glucuronide,1.0
Methyl-3-methoxy-5-methyl benzoate,Sinomenin,1.0
Methyl-3-methoxy-5-methyl benzoate,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",1.0
Methylmalonic monoamide,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",-1.0
Methylmalonic monoamide,Pentylone,-1.0
Methylmalonic monoamide,Vanillylmandelic acid,1.0
Mirin,Sinomenin,-1.0
Mirin,Tartronic acid,1.0
"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",Phenylalanine,1.0
Myristic acid,N-Acetyltyrosine,-1.0
Myristic acid,Phlorizin,1.0
Myristic acid,Stearic acid,1.0
Myristic acid,Supraene,1.0
Myristic acid,L-Tyrosine,1.0
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",Nonadecanoic acid,1.0
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",Pentadecanoic acid,1.0
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",Phenylalanine,1.0
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",Phthalazin-1-one,1.0
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",Pimelic acid,1.0
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",Thymidine,1.0
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",Trimidox,-1.0
N-(Trimethylsilyl)hexanamide,n-Pentadecanol,-1.0
N-(Trimethylsilyl)hexanamide,"N,O-Bis(trimethylsilyl)carbamate",-1.0
N-(Trimethylsilyl)hexanamide,Ribitol,-1.0
N-Acetyl-L-glutamic acid,Phlorizin,1.0
N-Acetyl-L-glutamic acid,"Piperidine, 1-(1-methylpentyl)-",-1.0
N-Acetyl-L-glutamic acid,Serine,1.0
N-Acetyltyrosine,"O-Methyl-N,N'-diisopropylisourea ",1.0
N-Acetyltyrosine,Pentylone,-1.0
N-Acetyltyrosine,Stearic acid,-1.0
N-Acetyltyrosine,Trimidox,-1.0
N-alpha-Acetyl-L-Lysine,"N,O-Bis(trimethylsilyl)carbamate",1.0
N-alpha-Acetyl-L-Lysine,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",1.0
n-Butylamine,Phlorizin,1.0
n-Butylamine,"Pyrazine, 3,6-dihydro-3,6-dimethyl-",1.0
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",Octopamine,-1.0
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide","Pyrazine, 3,6-dimethyl-2,5-bis(trimethylsilyloxy)-",1.0
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",Serine,1.0
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide","Tacrine, N-trimethylsilyl-",1.0
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",1.0
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",Xylitol,1.0
N-Isobutyl-sec-butylamine,"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",1.0
N-Isobutyl-sec-butylamine,Pimelic acid,1.0
N-Isobutyrylglycine,Pentylone,1.0
N-Isobutyrylglycine,Quazodine,1.0
n-Pentadecanol,"Propiophenone, 3',4'-dimethoxy-",-1.0
N-Valerylglycine,Pentadecanoic acid,-1.0
N-Valerylglycine,"Pyrazine, 3,6-dihydro-3,6-dimethyl-",1.0
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",Octopamine,-1.0
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",Ornithine,1.0
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",Pentanoic acid,1.0
"N,O-Bis(trimethylsilyl)carbamate",Nonadecanoic acid,1.0
"N,O-Bis(trimethylsilyl)carbamate","Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",-1.0
"N,O-Bis(trimethylsilyl)carbamate",Supraene,1.0
"N,O-Bis(trimethylsilyl)carbamate",Tartronic acid,1.0
"N,O-Bis(trimethylsilyl)carbamate",Thymidine,1.0
"N,O-Bis(trimethylsilyl)carbamate",Vanillylmandelic acid,1.0
Naphthofluorescein,Niacinamide,-1.0
Naphthofluorescein,Pantolactone,-1.0
Naphthofluorescein,Pentanoic acid,-1.0
Naphthofluorescein,Phenol,-1.0
Naphthofluorescein,phenoxyethanol,-1.0
Naphthofluorescein,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",-1.0
Naphthofluorescein,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-1.0
Naphthofluorescein,"Stigmast-5-ene, 3beta-",-1.0
Naphthofluorescein,Tributyl acetylcitrate,1.0
Neostigmine ,"Pyrazine, 3,6-dihydro-3,6-dimethyl-",-1.0
Niacinamide,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",1.0
Niacinamide,"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",1.0
Niclosamide,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",-1.0
Niclosamide,Phlorizin,1.0
Niclosamide,Supraene,1.0
Niclosamide,L-Tyrosine,1.0
Nitrosothymol,Valylglycine,-1.0
Nitrosothymol,Vanillylmandelic acid,1.0
Nonadecanoic acid,Phlorizin,1.0
Nonadecanoic acid,"Stigmast-5-ene, 3beta-",1.0
Nonadecanoic acid,L-Tyrosine,1.0
Nonanal,"Piperidine, 1-(1-methylpentyl)-",1.0
Nonanal,Sinomenin,1.0
Nonanal,Supraene,1.0
Nonanoic acid,Phlorizin,1.0
Nonanoic acid,S-Methyl-L-cysteine,-1.0
Norketamine,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",-1.0
Norketamine,Phlorizin,1.0
Norketamine,Tricine,1.0
"O-Methyl-N,N'-diisopropylisourea ",Sertraline carbamoyl glucuronide,-1.0
"O-Methyl-N,N'-diisopropylisourea ","Tacrine, N-trimethylsilyl-",1.0
"O-Methyl-N,N'-diisopropylisourea ",Tetradecanenitrile,-1.0
Octan-2-yl palmitate,Thymidine,1.0
"Octane, 1-propoxy-",Palmitic Acid,-1.0
Octanoic acid,"Pyrazine, 3,6-dihydro-3,6-dimethyl-",-1.0
Octanoic acid,Supraene,1.0
Octocrylene,Pimelic acid,1.0
Octocrylene,Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,1.0
Octopamine,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",-1.0
Octopamine,Pyroglutamic acid,-1.0
Ornithine,Phenylpropanolamine,-1.0
Ornithine,"Pregn-16-en-20-one, 3,18-bis(acetyloxy)-14,15-epoxy-, (3beta,5alpha,14beta,15beta)-",-1.0
Ornithine,"Stigmast-5-ene, 3beta-",1.0
Oxalic acid,"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",1.0
Oxalic acid,Phlorizin,1.0
Oxalic acid,"Pyrazine, 3,6-dihydro-3,6-dimethyl-",1.0
p-Hydroxydiisopropylbenzene,"Propanoic acid, 2-oxo-",-1.0
p-Hydroxydiisopropylbenzene,Sertraline carbamoyl glucuronide,1.0
p-Hydroxydiisopropylbenzene,Supraene,1.0
p-Hydroxydiisopropylbenzene,L-Tyrosine,1.0
p-Toluic acid,Stearic acid,1.0
p-Toluic acid,Supraene,1.0
p-Toluic acid,L-Tyrosine,1.0
Palmitelaidic acid,"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",1.0
Palmitic Acid,Petroselinic acid,1.0
Pantolactone,"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",1.0
Pantolactone,Phlorizin,1.0
Pantolactone,"Propanoic acid, 2-oxo-",1.0
Pantolactone,Supraene,1.0
Pentadecanoic acid,"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",1.0
Pentadecanoic acid,Pimelic acid,1.0
Pentadecanoic acid,"Pyrazine, 3,6-dihydro-3,6-dimethyl-",-1.0
Pentadecanoic acid,Stearic acid,1.0
Pentadecanoic acid,Supraene,1.0
Pentadecanoic acid,L-Tyrosine,1.0
"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-","Spiro[cyclopenta[d]-1,3,2-dioxaborin-4(5H),1'-cyclopentane], 2-ethyl-6,7-dihydro-",1.0
"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",Suberic acid,1.0
"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",Trisaminol,1.0
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",Phenol,1.0
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",phenoxyethanol,1.0
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",Phloroglucinol,1.0
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]","Pregn-16-en-20-one, 3,18-bis(acetyloxy)-14,15-epoxy-, (3beta,5alpha,14beta,15beta)-",1.0
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]","Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",1.0
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]","Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",1.0
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,1.0
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",Trimidox,1.0
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",Xylitol,1.0
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-","Piperidine, 1-(1-methylpentyl)-",1.0
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",Ribitol,1.0
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",1.0
"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",Phlorizin,1.0
"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",Sinomenin,1.0
Pentylone,L-Tyrosine,1.0
Petroselinic acid,"Phenol, 3,5-bis(1,1-dimethylethyl)-",1.0
Petroselinic acid,S-Methyl-L-cysteine,-1.0
Petroselinic acid,Valylglycine,1.0
Phenanthridin-6-ol ,Ribitol,-1.0
Phenol,Supraene,1.0
Phenoxyacetic acid,Phlorizin,1.0
Phenoxyacetic acid,"Pyrazine, 3,6-dihydro-3,6-dimethyl-",-1.0
Phenoxyacetic acid,Trimethylsilyl oct-2-enoate ,1.0
phenoxyethanol,Phlorizin,1.0
phenoxyethanol,Sinomenin,1.0
phenoxyethanol,Supraene,1.0
phenoxyethanol,Tricine,1.0
Phenylalanine,Xylose,1.0
Phenylpropanolamine,Phlorizin,1.0
Phenylpropanolamine,"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",-1.0
Phlorizin,Phloroglucinol,1.0
Phlorizin,Picolinic acid,1.0
Phlorizin,"Propanetriol, 2-methyl-",1.0
Phlorizin,"Propanoic acid, 2-methyl-",1.0
Phlorizin,Salsoline,1.0
Phlorizin,"Spiro[cyclopenta[d]-1,3,2-dioxaborin-4(5H),1'-cyclopentane], 2-ethyl-6,7-dihydro-",1.0
Phlorizin,"Stigmast-5-ene, 3beta-",1.0
Phlorizin,"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",1.0
Phlorizin,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0
Phlorizin,Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,1.0
Phlorizin,Trimethylsilyl oct-2-enoate ,1.0
Phlorizin,L-Tyrosine,1.0
Phlorizin,Valylglycine,1.0
Phloroglucinol,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0
Phosalone,"Propiophenone, 3',4'-dimethoxy-",-1.0
Phthalazin-1-one,"Stigmast-5-ene, 3beta-",1.0
Picolinic acid,"Pyrazine, 3,6-dihydro-3,6-dimethyl-",-1.0
Picolinic acid,Supraene,1.0
Pimelic acid,Suberic acid,1.0
Pimelic acid,"Tacrine, N-trimethylsilyl-",1.0
Pimelic acid,Xylose,1.0
Pipecolic acid,Pyroglutamic acid,1.0
"Piperidine, 1-(1-methylpentyl)-",Pyrrole-2-carboxylic acid,1.0
"Piperidine, 1-(1-methylpentyl)-","Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-1.0
"Piperidine, 1-(1-methylpentyl)-","Ribonic acid, 2,3,4,5-tetrakis-",-1.0
"Piperidine, 1-(1-methylpentyl)-",Trimethylsilyl oct-2-enoate ,1.0
"Piperidine, 1-(1-methylpentyl)-",Trisaminol,-1.0
"Piperidine, 1-(1-methylpentyl)-",Xylitol,-1.0
"Propanetriol, 2-methyl-",Sinomenin,1.0
"Propanetriol, 2-methyl-",Supraene,1.0
"Propanetriol, 2-methyl-",L-Tyrosine,1.0
"Propanoic acid, 2-methyl-",Sinomenin,1.0
"Propanoic acid, 2-oxo-","Pyrazine, 3,6-dimethyl-2,5-bis(trimethylsilyloxy)-",-1.0
"Propanoic acid, 2-oxo-","Ribonic acid, 2,3,4,5-tetrakis-",-1.0
"Propanoic acid, 2-oxo-",Succinic anhydride,-1.0
"Propanoic acid, 2-oxo-",Tributyl acetylcitrate,-1.0
"Propanoic acid, 2-oxo-",Xylitol,-1.0
"Propiophenone, 3',4'-dimethoxy-",Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,1.0
"Propiophenone, 3',4'-dimethoxy-",Uracil,-1.0
Propylamine,Ribitol,1.0
Propylamine,Sinomenin,1.0
Propylamine,Supraene,1.0
Propylamine,L-Tyrosine,1.0
Propylamine,Xylose,1.0
"Pyrazine, 3,6-dimethyl-2,5-bis(trimethylsilyloxy)-",Thymidine,1.0
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",Pyroglutamic acid,1.0
Pyrrole-2-carboxylic acid,Sinomenin,1.0
Pyrrole-2-carboxylic acid,Tricine,1.0
Quazodine,Triethanolamine,-1.0
"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",Sinomenin,1.0
Ribitol,Triethanolamine,1.0
S-Methyl-L-cysteine,"Spiro[cyclopenta[d]-1,3,2-dioxaborin-4(5H),1'-cyclopentane], 2-ethyl-6,7-dihydro-",1.0
S-Methyl-L-cysteine,"Talonic acid, gamma-lactone",-1.0
Salsoline,Supraene,1.0
Salsoline,L-Tyrosine,1.0
Ser-Leu,Supraene,1.0
Ser-Leu,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0
Serine,"Tacrine, N-trimethylsilyl-",1.0
Sertraline carbamoyl glucuronide,Tartronic acid,1.0
Sertraline carbamoyl glucuronide,Triethanolamine,1.0
Sinomenin,Suberic acid,-1.0
Sinomenin,Syringaldehyde,1.0
Sinomenin,Trimidox,1.0
Stearic acid,Suberic acid,1.0
Stearic acid,Valylglycine,1.0
"Stigmast-5-ene, 3beta-",Supraene,1.0
"Stigmast-5-ene, 3beta-",L-Tyrosine,1.0
Suberic acid,Supraene,1.0
Suberic acid,L-Tyrosine,1.0
Succinic anhydride,Tricine,-1.0
Succinic anhydride,Vanillylmandelic acid,1.0
Supraene,Triethanolamine,1.0
Supraene,Tris(trimethylsilyl)carbamate,1.0
Supraene,L-Tyrosine,1.0
"Talonic acid, gamma-lactone",Valylglycine,-1.0
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",Xylazine,1.0
Trimidox,Vanillylmandelic acid,-1.0
L-Tyrosine,Valylglycine,1.0
Uridine,Xylose,1.0
4-Cumylphenol,5-Henicosylresorcinol,1.0
"N,N-Diethyl-2-aminoethanol","Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",1.0
1-Octanol,Salsoline,1.0
"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol",Niclosamide,1.0
"1-(2,4-Dimethoxyphenyl)-propan-2-one","1-Propanamine, N,N-diethyl- ",1.0
"2-Propanone, bis(1-methylethyl)hydrazone",Triethanolamine,1.0
3-Aminobutanoic acid,"Cyclohexanone, 3,3,5-trimethyl-",1.0
Dimethyl fumarate,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",1.0
"1-Butanamine, N,N-diethyl-",Arachidonic acid,1.0
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate","2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1.0
"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol",Isofucosterol,1.0
Phenoxyacetic acid,Tris(trimethylsilyl)carbamate,1.0
"6,8-Dioxapentadecane",DL-Glyceraldehyde,1.0
"1-(2,4-Dimethoxyphenyl)-propan-2-one",2-Hydroxy-5-methoxybenzaldehyde,1.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Diphenyl ether,1.0
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Phloroglucinol,1.0
4-Methoxyphenol,Levulinic acid,1.0
3-Hydroxyisovaleric acid,Tris(trimethylsilyl)carbamate,1.0
"3-Methylpiperazine-2,5-dione, (R)-",5-Hydroxytryptophan,1.0
Dinoseb ,Salsoline,1.0
"Benzimidazole, 5-trifluoromethyl-2-methyl-",Pimelic acid,1.0
