Gene,ctx_direction,Metabolite,cpx_direction,Sign,edge_direction
ENSMUSG00000052837-B,1.0,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,-1.0,+,-1.0
ENSMUSG00000052837-B,1.0,Glabridin,,+,
ENSMUSG00000052837-B,1.0,L-(+)-Threose,,+,
ENSMUSG00000052951-B,1.0,Chlorobenzilate ,,-,
ENSMUSG00000052951-B,1.0,Isosorbide,,-,
ENSMUSG00000052951-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000052951-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,-,
ENSMUSG00000052951-B,1.0,Tyr-Val,,+,
ENSMUSG00000053279-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000053279-B,1.0,L-(+)-Threose,,+,
ENSMUSG00000053279-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000053279-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000053279-B,1.0,Tyr-Val,,+,
ENSMUSG00000053358-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,+,
ENSMUSG00000053358-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000053358-B,1.0,3-(4-Methoxyphenyl)coumarin,,-,
ENSMUSG00000053358-B,1.0,cis-2-Decenoic acid,,+,
ENSMUSG00000053358-B,1.0,Isosorbide,,-,
ENSMUSG00000053358-B,1.0,L-(+)-Threose,,+,
ENSMUSG00000053768-B,1.0,"2,4-Dimethoxybenzaldoxime",,+,
ENSMUSG00000053768-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000053768-B,1.0,L-(+)-Threose,,+,
ENSMUSG00000053768-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000053768-B,1.0,Prostaglandin,,-,
ENSMUSG00000053768-B,1.0,Tyr-Val,,+,
ENSMUSG00000054519-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000054519-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000054519-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000054920-B,-1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000054920-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,-,
ENSMUSG00000055239-B,-1.0,"13-Docosenamide, (Z)",,+,
ENSMUSG00000055239-B,-1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000055239-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000055239-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000055239-B,-1.0,Cyclobutylamine,,+,
ENSMUSG00000055639-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000055639-B,1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000055639-B,1.0,"9Z-Octadecenoic acid, (2S)-3-[(hydroxymercaptophosphinyl)oxy]-2-methoxypropyl ester ",,-,
ENSMUSG00000055639-B,1.0,Chlorobenzilate ,,-,
ENSMUSG00000055639-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000055639-B,1.0,Isosorbide,,+,
ENSMUSG00000055639-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000055818-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000055818-B,-1.0,3-(4-Methoxyphenyl)coumarin,,-,
ENSMUSG00000055818-B,-1.0,L-(+)-Threose,,+,
ENSMUSG00000055945-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,+,
ENSMUSG00000055945-B,-1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000055945-B,-1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000055945-B,-1.0,3-(4-Methoxyphenyl)coumarin,,+,
ENSMUSG00000055945-B,-1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000055945-B,-1.0,L-(+)-Threose,,-,
ENSMUSG00000055945-B,-1.0,L-Val-L-Leu,,-,
ENSMUSG00000055945-B,-1.0,Tyr-Val,,+,
ENSMUSG00000056071-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000056071-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000056071-B,1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,+,
ENSMUSG00000056071-B,1.0,Chlorobenzilate ,,-,
ENSMUSG00000056071-B,1.0,cis-2-Decenoic acid,,+,
ENSMUSG00000056071-B,1.0,Tyr-Val,,+,
ENSMUSG00000056116-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000056116-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000056116-B,-1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000056116-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000056116-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000056116-B,-1.0,Chlorobenzilate ,,-,
ENSMUSG00000056116-B,-1.0,Isosorbide,,-,
ENSMUSG00000056116-B,-1.0,L-Val-L-Leu,,+,
ENSMUSG00000056116-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000056116-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000056411-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000056411-B,-1.0,L-(+)-Threose,,-,
ENSMUSG00000056411-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000056423-B,-1.0,"2,4-Dimethoxybenzaldoxime",,+,
ENSMUSG00000056423-B,-1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000056423-B,-1.0,Isosorbide,,-,
ENSMUSG00000056423-B,-1.0,L-Val-L-Leu,,+,
ENSMUSG00000056737-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000056737-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000056737-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000056737-B,1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000056737-B,1.0,2-Norbornanemethanol,,+,
ENSMUSG00000056737-B,1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000056737-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000056737-B,1.0,Tyr-Val,,-,
ENSMUSG00000056770-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000056770-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000056770-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000056770-B,-1.0,4-Methylvaleric acid,,+,
ENSMUSG00000056770-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000056770-B,-1.0,Isosorbide,,-,
ENSMUSG00000056770-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000056770-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000056770-B,-1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,-,
ENSMUSG00000056900-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000056900-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000056900-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000056900-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000056900-B,-1.0,4-Methylvaleric acid,,+,
ENSMUSG00000056900-B,-1.0,Isosorbide,,-,
ENSMUSG00000056900-B,-1.0,Norephedrine,,+,
ENSMUSG00000056900-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000057322-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000057322-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,+,
ENSMUSG00000057322-B,1.0,L-Val-L-Leu,,+,
ENSMUSG00000057322-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000057440-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000057440-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000057440-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000057440-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000057440-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000057440-B,1.0,Tyr-Val,,+,
ENSMUSG00000057455-B,-1.0,"2',3'-Di-O-acetyladenosine",,-,
ENSMUSG00000057455-B,-1.0,2-Cyanobenzaldehyde,,-,
ENSMUSG00000057455-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000057455-B,-1.0,Citramalic acid,1.0,-,-1.0
ENSMUSG00000057455-B,-1.0,L-Ornithine,,+,
ENSMUSG00000057455-B,-1.0,L-Val-L-Leu,,-,
ENSMUSG00000057455-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000057455-B,-1.0,N-Acetyl-L-alanine,1.0,-,-1.0
ENSMUSG00000057455-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000057531-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000057531-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000057531-B,1.0,2-Norbornanemethanol,,-,
ENSMUSG00000057531-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000057531-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000057531-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000057531-B,1.0,Octacosanol,-1.0,-,-1.0
ENSMUSG00000057531-B,1.0,Octadecanoic acid,,-,
ENSMUSG00000058400-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000058400-B,1.0,Azelaic acid,-1.0,-,-1.0
ENSMUSG00000058400-B,1.0,Ethanolamine,,-,
ENSMUSG00000058400-B,1.0,Glycine,-1.0,-,-1.0
ENSMUSG00000058400-B,1.0,Isosorbide,,-,
ENSMUSG00000058400-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,+,
ENSMUSG00000058400-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000058400-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000058897-B,-1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000058897-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000058897-B,-1.0,Isosorbide,,-,
ENSMUSG00000058897-B,-1.0,L-Val-L-Leu,,-,
ENSMUSG00000058897-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000059447-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000059447-B,-1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000059447-B,-1.0,"3,3-Dimethylacrylic acid",,+,
ENSMUSG00000059447-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000059447-B,-1.0,Isosorbide,,-,
ENSMUSG00000059447-B,-1.0,L-(+)-Threose,,-,
ENSMUSG00000059447-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000059669-B,-1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000059669-B,-1.0,Luciferin,,-,
ENSMUSG00000059669-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000059674-B,1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000059674-B,1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000059674-B,1.0,2-Norbornanemethanol,,+,
ENSMUSG00000059674-B,1.0,"4,5-Dihydro-1H-pyrazole",,+,
ENSMUSG00000059674-B,1.0,Isosorbide,,-,
ENSMUSG00000059674-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000059674-B,1.0,Octadecanoic acid,,-,
ENSMUSG00000060424-B,1.0,2-Norbornanemethanol,,+,
ENSMUSG00000060424-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000060424-B,1.0,"Benzene, 1-ethyl-3,5-dimethyl",,+,
ENSMUSG00000060424-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,+,
ENSMUSG00000060424-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000061039-B,-1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000061039-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000061039-B,-1.0,Chlorobenzilate ,,-,
ENSMUSG00000061535-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000061535-B,-1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000061535-B,-1.0,2-Norbornanemethanol,,+,
ENSMUSG00000061535-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,+,
ENSMUSG00000061535-B,-1.0,"Benzene, 1-ethyl-3,5-dimethyl",,+,
ENSMUSG00000061535-B,-1.0,cis-2-Decenoic acid,,+,
ENSMUSG00000061535-B,-1.0,Isosorbide,,-,
ENSMUSG00000061535-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000061983-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000061983-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000061983-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000061983-B,1.0,Glabridin,,+,
ENSMUSG00000061983-B,1.0,Luciferin,,+,
ENSMUSG00000061983-B,1.0,Tyr-Val,,+,
ENSMUSG00000062380-B,-1.0,"13-Docosenamide, (Z)",,+,
ENSMUSG00000062380-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000062380-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000062380-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000062380-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,-,
ENSMUSG00000062380-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,-,
ENSMUSG00000062380-B,-1.0,L-Val-L-Leu,,-,
ENSMUSG00000062470-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000062470-B,1.0,"2,4-Dimethoxybenzaldoxime",,-,
ENSMUSG00000062470-B,1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000062470-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000062470-B,1.0,Benzeneacetic acid,,+,
ENSMUSG00000062470-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000062470-B,1.0,L-Glutamic acid,,-,
ENSMUSG00000062470-B,1.0,L-Val-L-Leu,,+,
ENSMUSG00000062661-B,-1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000062661-B,-1.0,"3,3-Dimethylacrylic acid",,+,
ENSMUSG00000062661-B,-1.0,"4,5-Dihydro-1H-pyrazole",,+,
ENSMUSG00000062661-B,-1.0,Isosorbide,,+,
ENSMUSG00000062704-B,-1.0,L-(+)-Threose,,+,
ENSMUSG00000062704-B,-1.0,Tyr-Val,,-,
ENSMUSG00000063049-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000063049-B,1.0,Chlorobenzilate ,,-,
ENSMUSG00000063049-B,1.0,Glabridin,,+,
ENSMUSG00000063049-B,1.0,Isosorbide,,+,
ENSMUSG00000063049-B,1.0,L-Val-L-Leu,,+,
ENSMUSG00000063049-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000063077-B,1.0,"2,4-Dimethoxybenzaldoxime",,+,
ENSMUSG00000063077-B,1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000063077-B,1.0,Isosorbide,,+,
ENSMUSG00000063077-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,-,
ENSMUSG00000063077-B,1.0,L-Threonine,,+,
ENSMUSG00000063077-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000063409-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,+,
ENSMUSG00000063409-B,1.0,2-Norbornanemethanol,,-,
ENSMUSG00000063409-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000063409-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000063409-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000063409-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000063409-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,+,
ENSMUSG00000063409-B,1.0,Tyr-Val,,+,
ENSMUSG00000063681-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,+,
ENSMUSG00000063681-B,1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000063681-B,1.0,Diclofenac,,+,
ENSMUSG00000063681-B,1.0,L-(+)-Threose,,+,
ENSMUSG00000063681-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000063681-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000063681-B,1.0,Tyr-Val,,-,
ENSMUSG00000063870-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,+,
ENSMUSG00000063870-B,-1.0,"2,4-Dimethoxybenzaldoxime",,+,
ENSMUSG00000063870-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000063870-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000063870-B,-1.0,L-(+)-Threose,,+,
ENSMUSG00000063870-B,-1.0,L-Val-L-Leu,,+,
ENSMUSG00000063870-B,-1.0,Octadecanoic acid,,+,
ENSMUSG00000063931-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000063931-B,-1.0,"13-Docosenamide, (Z)",,+,
ENSMUSG00000063931-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000063931-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,-,
ENSMUSG00000063931-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000063931-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,+,
ENSMUSG00000064128-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000064128-B,1.0,"2,4-Dimethoxybenzaldoxime",,+,
ENSMUSG00000064128-B,1.0,2-Norbornanemethanol,,-,
ENSMUSG00000064128-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000064128-B,1.0,Isosorbide,,+,
ENSMUSG00000064128-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000064128-B,1.0,Octadecanoic acid,,+,
ENSMUSG00000064363-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,+,
ENSMUSG00000064363-B,-1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000064363-B,-1.0,Diclofenac,,+,
ENSMUSG00000064363-B,-1.0,Isosorbide,,-,
ENSMUSG00000064363-B,-1.0,L-Val-L-Leu,,+,
ENSMUSG00000066197-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,-,
ENSMUSG00000066197-B,-1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000066197-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000066197-B,-1.0,"3,3-Dimethylacrylic acid",,+,
ENSMUSG00000066197-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000066197-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000066197-B,-1.0,Chlorobenzilate ,,-,
ENSMUSG00000066197-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000066441-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000066441-B,-1.0,2-Norbornanemethanol,,+,
ENSMUSG00000066441-B,-1.0,"3,3-Dimethylacrylic acid",,+,
ENSMUSG00000066441-B,-1.0,"3,5-Dimethylphenol",1.0,-,-1.0
ENSMUSG00000066441-B,-1.0,"4,5-Dihydro-1H-pyrazole",,+,
ENSMUSG00000066441-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,-,
ENSMUSG00000066441-B,-1.0,Chlorobenzilate ,,-,
ENSMUSG00000066441-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000066441-B,-1.0,L-Alanine,1.0,-,-1.0
ENSMUSG00000066441-B,-1.0,L-Ornithine,,+,
ENSMUSG00000066441-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000066441-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000067279-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,+,
ENSMUSG00000067279-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000067279-B,1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000067279-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000067279-B,1.0,cis-2-Decenoic acid,,+,
ENSMUSG00000067279-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000067279-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,+,
ENSMUSG00000067279-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000067768-B,-1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000067768-B,-1.0,L-Val-L-Leu,,+,
ENSMUSG00000067768-B,-1.0,Octadecanoic acid,,-,
ENSMUSG00000068154-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000068154-B,-1.0,"2,2'-Bipyridine",1.0,+,-1.0
ENSMUSG00000068154-B,-1.0,"2,4-Dimethoxybenzaldoxime",,+,
ENSMUSG00000068154-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000068154-B,-1.0,3-(4-Methoxyphenyl)coumarin,,-,
ENSMUSG00000068154-B,-1.0,"3,4-Dihydroxybenzaldehyde",,+,
ENSMUSG00000068154-B,-1.0,L-Serine,,+,
ENSMUSG00000068154-B,-1.0,Luciferin,,+,
ENSMUSG00000068154-B,-1.0,L-Val-L-Leu,,+,
ENSMUSG00000068154-B,-1.0,Mevalonolactone,-1.0,-,1.0
ENSMUSG00000068154-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,+,
ENSMUSG00000068154-B,-1.0,Octadecanoic acid,,+,
ENSMUSG00000068154-B,-1.0,Triethyl citrate,1.0,+,-1.0
ENSMUSG00000068220-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000068220-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000068220-B,1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000068220-B,1.0,3-(4-Methoxyphenyl)coumarin,,+,
ENSMUSG00000068220-B,1.0,cis-2-Decenoic acid,,+,
ENSMUSG00000068220-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000068220-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000068966-B,-1.0,"2,4-Dimethoxybenzaldoxime",,+,
ENSMUSG00000068966-B,-1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000068966-B,-1.0,2-Norbornanemethanol,,-,
ENSMUSG00000068966-B,-1.0,3-(4-Methoxyphenyl)coumarin,,+,
ENSMUSG00000068966-B,-1.0,"3,4-Dihydroxybenzaldehyde",,-,
ENSMUSG00000068966-B,-1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000068966-B,-1.0,Diclofenac,,+,
ENSMUSG00000068966-B,-1.0,L-(+)-Threose,,-,
ENSMUSG00000068966-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000070167-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,-,
ENSMUSG00000070167-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000070167-B,1.0,2-Norbornanemethanol,,-,
ENSMUSG00000070167-B,1.0,L-Val-L-Leu,,+,
ENSMUSG00000070407-B,1.0,"13-Docosenamide, (Z)",,-,
ENSMUSG00000070407-B,1.0,2-Aminoquinolin-8-ol,,-,
ENSMUSG00000070407-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,+,
ENSMUSG00000070407-B,1.0,cis-2-Decenoic acid,,+,
ENSMUSG00000070407-B,1.0,L-(+)-Threose,,-,
ENSMUSG00000070527-B,1.0,2-Aminoquinolin-8-ol,,+,
ENSMUSG00000070527-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,-,
ENSMUSG00000070527-B,1.0,"4,5-Dihydro-1H-pyrazole",,+,
ENSMUSG00000070527-B,1.0,4-tert-Butyldimethylsiloxy-3-penten-2-one,,-,
ENSMUSG00000070527-B,1.0,cis-2-Decenoic acid,,-,
ENSMUSG00000070527-B,1.0,L-Val-L-Leu,,-,
ENSMUSG00000070527-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,-,
ENSMUSG00000070527-B,1.0,Octanoic acid,1.0,-,1.0
